Minor,Year,Link,Requirements
Politics and Business Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Politics-and-Business-Minor.html,"{'1.': 'PSCI 231, PSCI 283, PSCI 300', '2.': 'three of ECON 101, ECON 102, ECON 201, ECON 206, ECON 207, ECON 231, ECON 290, ECON 351, ECON 371', '3.': 'two of PSCI 244, PSCI 252, PSCI 254, PSCI 255, PSCI 301, PSCI 303, PSCI 350, PSCI 387, PSCI 403, PSCI 404, PSCI 405, PSCI 428, PSCI 455, PSCI 479, PSCI 485, PSCI 488'}"
Politics and Business Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Politics-and-Business-Minor-1.html,"{'1.': 'PSCI 231, PSCI 283, PSCI 300', '2.': 'three of ECON 101, ECON 102, ECON 201, ECON 206, ECON 207, ECON 231, ECON 290, ECON 351, ECON 371', '3.': 'two of PSCI 244, PSCI 252, PSCI 254, PSCI 255, PSCI 301, PSCI 303, PSCI 387, PSCI 403, PSCI 404, PSCI 405, PSCI 428, PSCI 455, PSCI 479, PSCI 485, PSCI 488/ERS 462/GEOG 462'}"
Psychology Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Psychology-Minor.html,"{'1.': 'PSYCH 101/PSYCH 101R', '2.': 'three of PSYCH 207, PSYCH 211, PSYCH 238, PSYCH 253/PSYCH 253R, PSYCH 257/PSYCH 257R, PSYCH 261 including at least one of PSYCH 207 or PSYCH 261', '3. two PSYCH courses at the 300-level or above': [], '4. two additional PSYCH\xa0courses at any level': []}"
Psychology Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Psychology-Minor.html,"{'1.': 'PSYCH 101/PSYCH 101R', '2.': 'three of PSYCH 207, PSYCH 211, PSYCH 238, PSYCH 253/PSYCH 253R, PSYCH 257/PSYCH 257R, PSYCH 261 including at least one of PSYCH 207 or PSYCH 261', '3. two PSYCH courses at the 300-level or above': [], '4. two additional PSYCH\xa0courses at any level': []}"
Pure Mathematics Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/MATH-Pure-Mathematics-Minor1.html,"{'1. One of': ['MATH 103 Introductory Algebra for Arts and Social Science', 'MATH 106 Applied Linear Algebra 1', 'MATH 114 Linear Algebra for Science', 'MATH 115 Linear Algebra for Engineering', 'MATH 136 Linear Algebra 1 for Honours Mathematics', 'MATH 146 Linear Algebra 1 (Advanced Level)'], '2. One of': ['MATH 104 Introductory Calculus for Arts and Social Science', 'MATH 116 Calculus 1 for Engineering', 'MATH 117 Calculus 1 for Engineering', 'MATH 127 Calculus 1 for the Sciences', 'MATH 137 Calculus 1 for Honours Mathematics', 'MATH 147 Calculus 1 (Advanced Level)'], '3. One of': ['MATH 118 Calculus 2 for Engineering', 'MATH 119 Calculus 2 for Engineering', 'MATH 128 Calculus 2 for the Sciences', 'MATH 138 Calculus 2 for Honours Mathematics', 'MATH 148 Calculus 2 (Advanced Level)'], '4. Six PMATH courses. MATH 212/ECE 206, MATH 217, MATH 227, MATH 237, or MATH 247 may be substituted for one of the six.': []}"
Pure Mathematics Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Pure-Mathematics-Minor1.html,"{'1. One of': ['MATH 103 Introductory Algebra for Arts and Social Science', 'MATH 106 Applied Linear Algebra 1', 'MATH 114 Linear Algebra for Science', 'MATH 115 Linear Algebra for Engineering', 'MATH 136 Linear Algebra 1 for Honours Mathematics', 'MATH 146 Linear Algebra 1 (Advanced Level)'], '2. One of': ['MATH 104 Introductory Calculus for Arts and Social Science', 'MATH 116 Calculus 1 for Engineering', 'MATH 117 Calculus 1 for Engineering', 'MATH 127 Calculus 1 for the Sciences', 'MATH 137 Calculus 1 for Honours Mathematics', 'MATH 147 Calculus 1 (Advanced Level)'], '3. One of': ['MATH 118 Calculus 2 for Engineering', 'MATH 119 Calculus 2 for Engineering', 'MATH 128 Calculus 2 for the Sciences', 'MATH 138 Calculus 2 for Honours Mathematics', 'MATH 148 Calculus 2 (Advanced Level)'], '4. Six PMATH courses. MATH 212/ECE 206, MATH 217, MATH 227, MATH 237, or MATH 247 may be substituted for one of the six.': []}"
Pure Mathematics Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/MATH-Pure-Mathematics-Minor1.html,"{'1. One of': ['MATH 103 Introductory Algebra for Arts and Social Science', 'MATH 106 Applied Linear Algebra 1', 'MATH 114 Linear Algebra for Science', 'MATH 115 Linear Algebra for Engineering', 'MATH 136 Linear Algebra 1 for Honours Mathematics', 'MATH 146 Linear Algebra 1 (Advanced Level)'], '2. One of': ['MATH 104 Introductory Calculus for Arts and Social Science', 'MATH 116 Calculus 1 for Engineering', 'MATH 117 Calculus 1 for Engineering', 'MATH 127 Calculus 1 for the Sciences', 'MATH 137 Calculus 1 for Honours Mathematics', 'MATH 147 Calculus 1 (Advanced Level)'], '3. One of': ['MATH 118 Calculus 2 for Engineering', 'MATH 119 Calculus 2 for Engineering', 'MATH 128 Calculus 2 for the Sciences', 'MATH 138 Calculus 2 for Honours Mathematics', 'MATH 148 Calculus 2 (Advanced Level)'], '4. Six PMATH courses. MATH 212/ECE 206, MATH 217, MATH 227, MATH 237, or MATH 247 may be substituted for one of the six.': []}"
Pure Mathematics Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Pure-Mathematics-Minor1.html,"{'1. One of': ['MATH 103 Introductory Algebra for Arts and Social Science', 'MATH 106 Applied Linear Algebra 1', 'MATH 114 Linear Algebra for Science', 'MATH 115 Linear Algebra for Engineering', 'MATH 136 Linear Algebra 1 for Honours Mathematics', 'MATH 146 Linear Algebra 1 (Advanced Level)'], '2. One of': ['MATH 104 Introductory Calculus for Arts and Social Science', 'MATH 116 Calculus 1 for Engineering', 'MATH 117 Calculus 1 for Engineering', 'MATH 127 Calculus 1 for the Sciences', 'MATH 137 Calculus 1 for Honours Mathematics', 'MATH 147 Calculus 1 (Advanced Level)'], '3. One of': ['MATH 118 Calculus 2 for Engineering', 'MATH 119 Calculus 2 for Engineering', 'MATH 128 Calculus 2 for the Sciences', 'MATH 138 Calculus 2 for Honours Mathematics', 'MATH 148 Calculus 2 (Advanced Level)'], '4. Six PMATH courses. MATH 212/ECE 206, MATH 217, MATH 227, MATH 237, or MATH 247 may be substituted for one of the six.': []}"
Religious Studies Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Religious-Studies-Minor.html,"{'1.': 'RS 260', '2. at least two additional RS courses at the 200-level': [], '3. at least two RS courses at the 300-level or above': []}"
Religious Studies Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Religious-Studies-Minor.html,"{'1.': 'RS 260', '2. at least two additional RS courses at the 200-level': [], '3. at least two RS courses at the 300-level or above': []}"
Russian and East European Studies Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Russian-and-East-European-Studies-Minor.html,"{'1. two\xa0RUSS courses': [], '2. six courses from any of CROAT, REES, RUSS, or courses on the list of Russian and East European Studies approved courses:': ['HIST 263, HIST 265, HIST 278, HIST 316, HIST 356', 'PSCI 353, PSCI 355, PSCI 451']}"
Russian and East European Studies Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Russian-and-East-European-Studies-Minor.html,"{'1. two\xa0RUSS courses': [], '2. six courses from any of CROAT, REES, RUSS, or courses on the list of Russian and East European Studies approved courses:': ['HIST 263, HIST 265, HIST 278, HIST 316, HIST 356', 'PSCI 353, PSCI 355']}"
Sexuality Marriage and Family Studies Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Sexuality-Marriage-and-Family-Studies-Minor.html,"{'1.': 'SMF 101, SMF 207, SMF 310', '2.': 'one of SMF 204, PSYCH 236', '3.': 'one of SMF 304, SMF 305, SMF 306, SMF 307, SMF 365, SMF 366, PSYCH 354/PSYCH 354R', '4. three additional courses, of which one must be at the 300-level or above:': ['one of CLAS 311, ENGL 108E/GSJ 108, ENGL 208C, ENGL 208E/GSJ 208E,\xa0ENGL 208N, ENGL 217, FINE 262/GSJ 262, HIST 213, HIST 214, HIST 255, HIST 277/LS 237, HIST 313, ITALST 111/SMF 111, JS 218/RS 218, PHIL 121, PHIL 201, PHIL 202/GSJ 222, PHIL 210J, PHIL 219J, PHIL 318J, RS 150, RS 180, RS 241,\xa0RS 254, RS 259, RS 325/GSJ 320'], '5. two courses from:': [], '6. any additional SMF courses': ['ANTH 350/GSJ 350,\xa0GERON 320/HLTH 320, GSJ 101, GSJ 302,\xa0PSYCH 235, PSYCH 318, SDS 210R/LS 273,\xa0SDS 353R/LS 374, SDS 354R,\xa0SOC 200, SOC 325/LS 325/GSJ 326, SOC 355J, SOC 369J,\xa0SOCWK 321R/SWREN 321R; no more than one of SOCWK 355R/SDS 358R, SOCWK 357R/SDS 357R, SOCWK 390A, SOCWK 390B']}"
Sexuality Marriage and Family Studies Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Sexuality-Marriage-and-Family-Studies-Minor.html,"{'1.': 'SMF 101, SMF 207, SMF 310', '2.': 'one of SMF 204, PSYCH 236', '3.': 'one of SMF 304, SMF 305, SMF 306, SMF 307, SMF 365, SMF 366, PSYCH 354/PSYCH 354R', '4. three additional courses, of which one must be at the 300-level or above:': ['one of CLAS 311, ENGL 108E/GSJ 108, ENGL 208C, ENGL 208E/GSJ 208E,\xa0ENGL 208N, ENGL 217, FINE 262/GSJ 262, HIST 213, HIST 214, HIST 255, HIST 277/LS 237, HIST 313, ITALST 111/SMF 111, JS 218/RS 218, PHIL 121, PHIL 201, PHIL 202/GSJ 222, PHIL 210J, PHIL 219J, RS 150, RS 180, RS 241,\xa0RS 254, RS 259, RS 325/GSJ 320'], '5. two courses from:': [], '6. any additional SMF courses': ['ANTH 350/GSJ 350,\xa0GERON 320/HLTH 320, GSJ 101, GSJ 302,\xa0PSYCH 235, PSYCH 318, SDS 210R/LS 273,\xa0SDS 353R/LS 374, SDS 354R,\xa0SOC 200, SOC 325/GSJ 326/LS 325, SOC 355J, SOC 369J,\xa0SOCWK 321R/SWREN 321R; no more than one of SOCWK 355R/SDS 358R, SOCWK 357R/SDS 357R, SOCWK 390A, SOCWK 390B']}"
Social Development Studies Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Social-Development-Studies-Minor.html,"{'1.': 'SDS 131R, SDS 150R', '2.': 'SOCWK 120R', '3. five additional courses at the\xa0200-level or above, two of which must be in SDS from the courses listed below:': ['Social Development Studies: any SDS course', 'Social Work: any SOCWK course', 'Psychology: PSYCH 212R/PSYCH 212, PSYCH 213R, PSYCH 226R, PSYCH 253R/PSYCH 253, PSYCH 257R/PSYCH 257, PSYCH 312R/PSYCH 312, PSYCH 334R, PSYCH 349R, PSYCH 354R/PSYCH 354, PSYCH 356R/PSYCH 356, PSYCH 375R, PSYCH 398R, PSYCH 399R, PSYCH 444R, PSYCH 448R,\xa0PSYCH 450R, PSYCH 490R', 'Sociology: SOC 204R, SOC 207R/SOC 207, SOC 223R/SOC 223/LS 223, SOC 224R, SOC 375R, SOC 398R, SOC 399R, SOC 450R, SOC 490R']}"
Social Development Studies Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Social-Development-Studies-Minor.html,"{'1.': 'SDS 131R, SDS 150R', '2.': 'SOCWK 120R', '3. five additional courses at the\xa0200-level or above, two of which must be in SDS from the courses listed below:': ['Social Development Studies: any SDS course', 'Social Work: any SOCWK course', 'Psychology: PSYCH 212R/PSYCH 212, PSYCH 213R, PSYCH 226R, PSYCH 253R/PSYCH 253, PSYCH 257R/PSYCH 257, PSYCH 312R/PSYCH 312, PSYCH 334R, PSYCH 349R, PSYCH 354R/PSYCH 354, PSYCH 356R/PSYCH 356, PSYCH 375R, PSYCH 398R, PSYCH 399R, PSYCH 444R, PSYCH 448R,\xa0PSYCH 450R, PSYCH 490R', 'Sociology: SOC 204R, SOC 207R/SOC 207, SOC 223R/SOC 223/LS 223, SOC 224R, SOC 375R, SOC 398R, SOC 399R, SOC 450R, SOC 490R']}"
Society Technology and Values Option,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ENG-Society-Technology-and-Values-Option.html,"{'1.': 'STV 100 Society, Technology and Values: Introduction', '2.': 'STV 202 Design and Society', '3.': 'STV 205 Cybernetics and Society', '4.': 'STV 208 Artificial Intelligence and Society: Impact, Ethics, and Equity', '5.': 'STV 210/HIST 212 The Computing Society'}"
Society Technology and Values Option,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ENG-Society-Technology-and-Values-Option.html,"{'1.': 'STV 100 Society, Technology and Values: Introduction', '2.': 'STV 202 Design and Society', '3.': 'STV 205 Cybernetics and Society', '4.': 'STV 208 Artificial Intelligence and Society: Impact, Ethics, and Equity', '5.': 'STV 210/HIST 212 The Computing Society'}"
Sociology Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Sociology-Minor.html,"{'1.': 'SOC 101/SOC 101R', '2. three SOC courses at the 200-level': [], '3. four SOC courses at the 300-level or higher': []}"
Sociology Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Sociology-Minor.html,"{'1.': 'SOC 101/SOC 101R', '2. three SOC courses at the 200-level': [], '3. four SOC courses at the 300-level or higher': []}"
Software Engineering Option,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ENG-Software-Engineering-Option.html,"{'1. Three required courses:': ['CS 445/ECE 451 or SE 463 Software Requirements Specification and Analysis', 'CS 446/ECE 452 or SE 464 Software Design and Architectures', 'CS 447/ECE 453 or SE 465 Software Testing, Quality Assurance and Maintenance, or Software Testing and Quality Assurance'], '2. Four additional courses from the topics list below, one of which may be substituted with a course from the data structures and algorithms list.': [], '3. One course from List A Complementary Studies Electives for Engineering Students that considers application of computing technology, or an alternative approved by the option co-ordinator.': []}"
Software Engineering Option,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ENG-Software-Engineering-Option.html,"{'1. Three required courses:': ['CS 445/ECE 451 or SE 463 Software Requirements Specification and Analysis', 'CS 446/ECE 452 or SE 464 Software Design and Architectures', 'CS 447/ECE 453 or SE 465 Software Testing, Quality Assurance and Maintenance, or Software Testing and Quality Assurance'], '2. Four additional courses from the topics list below, one of which may be substituted with a course from the data structures and algorithms list.': [], '3. One course from List A Complementary Studies Course Lists for Engineering that considers application of computing technology, or an alternative approved by the option co-ordinator.': []}"
Spanish Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ARTS-Spanish-Minor.html,"{'1.': 'Consult the undergraduate officer in Spanish and Latin American Studies for the Spanish Minor.', '2. By agreement, students at the University of Waterloo and Wilfrid Laurier University are allowed to take courses in Spanish at either university.': ['With the permission of the department, students may study at a university in Spain or Latin America.']}"
Spanish Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ARTS-Spanish-Minor.html,"{'1. Many Spanish (SPAN) courses are taught in English and require no knowledge of Spanish; these courses are so identified by their course descriptions.': ['Consult the undergraduate officer in Spanish and Latin American Studies for the Spanish Minor.'], '2. By agreement, students at the University of Waterloo and Wilfrid Laurier University are allowed to take courses in Spanish at either university.': ['With the permission of the Department of Spanish and Latin American Studies, students may study at a university in Spain or Latin America.']}"
Statistics Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/MATH-Statistics-Minor.html,"{'1. All of': ['MATH 237 Calculus 3 for Honours Mathematics or MATH 247 Calculus 3 (Advanced Level)'], '2. Three of': ['STAT 330 Mathematical Statistics', 'STAT 331 Applied Linear Models', 'STAT 332 Sampling and Experimental Design', 'STAT 333 Applied Probability'], '3. Two additional 300- or 400-level STAT courses': []}"
Statistics Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Statistics-Minor.html,"{'1. One of': ['MATH 237 Calculus 3 for Honours Mathematics', 'MATH 247 Calculus 3 (Advanced Level)'], '2. Three of': ['STAT 330 Mathematical Statistics', 'STAT 331 Applied Linear Models', 'STAT 332 Sampling and Experimental Design', 'STAT 333 Stochastic Processes 1'], '3. Two additional 300- or 400-level STAT courses': []}"
Statistics Minor,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/MATH-Statistics-Minor.html,"{'1. All of': ['MATH 237 Calculus 3 for Honours Mathematics or MATH 247 Calculus 3 (Advanced Level)'], '2. Three of': ['STAT 330 Mathematical Statistics', 'STAT 331 Applied Linear Models', 'STAT 332 Sampling and Experimental Design', 'STAT 333 Applied Probability'], '3. Two additional 300- or 400-level STAT courses': []}"
Statistics Minor,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/MATH-Statistics-Minor.html,"{'1. One of': ['MATH 237 Calculus 3 for Honours Mathematics', 'MATH 247 Calculus 3 (Advanced Level)'], '2. Three of': ['STAT 330 Mathematical Statistics', 'STAT 331 Applied Linear Models', 'STAT 332 Sampling and Experimental Design', 'STAT 333 Stochastic Processes 1'], '3. Two additional 300- or 400-level STAT courses': []}"
Statistics Option,2022-2023,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2022-2023/page/ENG-Statistics-Option.html,"{'1. Four required courses:': ['STAT 231', 'Statistics (or equivalent, e.g., CHE 220, CIVE 224, ENVE 224, ME 202, MSCI 251, MTE 201, NE 215, SYDE 212)', 'STAT 331', 'Applied Linear Models (or equivalent, e.g., SYDE 334)', 'STAT 332', 'Sampling and Experimental Design (or equivalent, e.g., MSCI 253)', 'STAT 435', 'Statistical Methods for Process Improvements'], '2. Three courses from those listed below:': ['CHE 225\xa0Strategies for Process Improvement and Product Development', 'CHE 341', 'Introduction to Process Control', 'CHE 522', 'Advanced Process Dynamics and Control', 'CHE 524', 'Process Control Laboratory', 'CIVE 343', 'Traffic Simulation Modelling and Applications', 'CIVE 375', 'Environmental Engineering Principles', 'CIVE 440', 'Transit Planning and Operations', 'ENVE 573', 'Contaminant Transport', 'ME 340', 'Manufacturing Processes', 'MSCI 431 Stochastic Models and Methods or SYDE 531 Design Optimization Under Probabilistic Uncertainty', 'MSCI 432', 'Production and Service Operations Management', 'MSCI 452', 'Decision Making Under Uncertainty', 'STAT 230', 'Probability (or equivalent)', 'STAT 333', 'Stochastic Processes 1', 'STAT 430', 'Experimental Design', 'STAT 431', 'Generalized Linear Models and their Applications', 'STAT 433', 'Stochastic Processes 2', 'STAT 443', 'Forecasting', 'SYDE 533', 'Conflict Resolution', 'SYDE 572', 'Introduction to Pattern Recognition']}"
Statistics Option,2023-2024,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2023-2024/page/ENG-Statistics-Option.html,"{'1. Four required courses:': [], '2. STAT 231 Statistics, or one of the following courses:': ['CHE 220 Process Data Analysis', 'CIVE 224 Probability and Statistics', 'ENVE 224/GEOE 224 Probability and Statistics', 'ME 202 Statistics for Engineers', 'MSCI 251 Probability and Statistics 1', 'MTE 201 Experimental Measurement & Statistical Analysis', 'NE 215 Probability and Statistics', 'SYDE 212 Probability and Statistics', 'STAT 331', 'Applied Linear Models, or', 'SYDE 334 Applied Statistics', 'STAT 332', 'Sampling and Experimental Design, or', 'MSCI 253 Probability and Statistics 2', 'STAT 435', 'Statistical Methods for Process Improvements'], '3. Three courses from those listed below:': ['CHE 225/CHE 425 Strategies for Process Improvement and Product Development', 'CHE 341', 'Introduction to Process Control', 'CHE 522', 'Advanced Process Dynamics and Control', 'CHE 524', 'Process Control Laboratory', 'CIVE 343', 'Traffic Simulation Modelling and Applications', 'CIVE 375', 'Environmental Engineering Principles', 'CIVE 440/PLAN 478 Transit Planning and Operations', 'ENVE 573', 'Contaminant Transport', 'ME 340', 'Manufacturing Processes', 'MSCI 431 Stochastic Models and Methods, or', 'SYDE 531 Design Optimization Under Probabilistic Uncertainty', 'MSCI 432', 'Production and Service Operations Management', 'MSCI 452', 'Decision Making Under Uncertainty', 'STAT 230', 'Probability (or equivalent)', 'STAT 333', 'Stochastic Processes 1', 'STAT 430', 'Experimental Design', 'STAT 431', 'Generalized Linear Models and their Applications', 'STAT 433', 'Stochastic Processes 2', 'STAT 443', 'Forecasting', 'SYDE 533', 'Conflict Resolution', 'SYDE 572', 'Introduction to Pattern Recognition']}"
