Year,Offered Major,Link,Course Requirements
2019-2020,Joint Computer Science,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2019-2020/page/MATH-Joint-Bachelor-of-Computer-Science-1.html,"{'CS 115': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS115', 'CS 135': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS135', 'CS 145': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS145', 'CS 136': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS136', 'CS 146': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS146', 'MATH 127': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH127', 'MATH 137': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH137', 'MATH 147': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH147', 'MATH 128': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH128', 'MATH 138': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH138', 'MATH 148': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH148', 'MATH 135': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH135', 'MATH 145': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH145', 'MATH 136': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH136', 'MATH 146': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH146', 'MATH 239': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH239', 'MATH 249': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH249', 'STAT 230': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT230', 'STAT 240': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT240', 'STAT 231': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT231', 'STAT 241': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT241', 'CS 240': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS240', 'CS 241': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS241', 'CS 245': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS245', 'CS 246': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS246', 'CS 251': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS251', 'CS 341': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS341', 'CS 350': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS350'}"
2019-2020,Artificial Intelligence Specialization,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2019-2020/page/MATH-Computer-Sci-Artificial-Intelligence-Spec.html,"{'CS 486': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS486', 'CS 492': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS492', 'CS 480': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS480', 'CS 485': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS485', 'ECE 380': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ECE.html#ECE380', 'SE 380': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-SE.html#SE380', 'CO 367': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CO.html#CO367', 'CO 456': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CO.html#CO456', 'CO 463': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CO.html#CO463', 'CO 466': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CO.html#CO466', 'CS 452': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS452', 'CS 484': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS484', 'STAT 341': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT341', 'STAT 440': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT440', 'STAT 441': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT441', 'STAT 444': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT444', 'ECE 423': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ECE.html#ECE423', 'ECE 481': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ECE.html#ECE481', 'ECE 486': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ECE.html#ECE486', 'ECE 488': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ECE.html#ECE488', 'MSCI 446': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MSCI.html#MSCI446', 'MTE 544': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MTE.html#MTE544', 'SYDE 372': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-SYDE.html#SYDE372', 'SYDE 522': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-SYDE.html#SYDE522', 'SYDE 556': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-SYDE.html#SYDE556'}"
2019-2020,Bioinformatics Specialization,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2019-2020/page/MATH-Computer-Sci-Bioinformatics-Spec.html,"{'BIOL 130': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-BIOL.html#BIOL130', 'BIOL 130L': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-BIOL.html#BIOL130L', 'BIOL 239': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-BIOL.html#BIOL239', 'BIOL 240': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-BIOL.html#BIOL240', 'BIOL 240L': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-BIOL.html#BIOL240L', 'BIOL 309': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-BIOL.html#BIOL309', 'BIOL 365': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-BIOL.html#BIOL365', 'BIOL 465': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-BIOL.html#BIOL465', 'CHEM 120': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CHEM.html#CHEM120', 'CHEM 120L': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CHEM.html#CHEM120L', 'CHEM 123': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CHEM.html#CHEM123', 'CHEM 123L': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CHEM.html#CHEM123L', 'CS 482': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS482'}"
2019-2020,Business Specialization,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2019-2020/page/MATH-Computer-Sci-Business-Spec.html,"{'CS 348': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS348', 'CS 454': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS454', 'CS 490': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS490', 'ACTSC 231': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ACTSC.html#ACTSC231', 'ACTSC 371': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ACTSC.html#ACTSC371', 'ACTSC 372': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ACTSC.html#ACTSC372', 'AFM 101': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-AFM.html#AFM101', 'AFM 123': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-AFM.html#AFM123', 'ARBUS 102': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ARBUS.html#ARBUS102', 'AFM 102': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-AFM.html#AFM102', 'AFM 131': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-AFM.html#AFM131', 'ARBUS 101': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ARBUS.html#ARBUS101', 'ARBUS 302': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ARBUS.html#ARBUS302', 'MGMT 244': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MGMT.html#MGMT244', 'COMM 400': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-COMM.html#COMM400', 'ECON 101': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ECON.html#ECON101', 'ECON 102': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ECON.html#ECON102', 'HRM 200': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-HRM.html#HRM200', 'MGMT 220': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MGMT.html#MGMT220', 'MSCI 211': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MSCI.html#MSCI211', 'PSYCH 238': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-PSYCH.html#PSYCH238', 'MSCI 311': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MSCI.html#MSCI311', 'MSCI 452': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MSCI.html#MSCI452'}"
2019-2020,Computational Fine Art Specialization,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2019-2020/page/MATH-Computer-Sci-Computational-Fine-Art-Spec.html,"{'CS 349': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS349', 'CS 383': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS383', 'FINE 383': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-FINE.html#FINE383', 'CS 488': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS488', 'FINE 100': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-FINE.html#FINE100', 'FINE 101': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-FINE.html#FINE101', 'VCULT 101': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-VCULT.html#VCULT101', 'FINE 229': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-FINE.html#FINE229', 'FINE 257': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-FINE.html#FINE257'}"
2019-2020,Digital Hardware Specialization,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2019-2020/page/MATH-Computer-Sci-Digital-Hardware-Spec.html,"{'ECE 222': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ECE.html#ECE222', 'CS 251': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS251', 'CS 452': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS452', 'CS 454': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS454', 'CS 456': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS456', 'CS 457': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS457', 'ECE 224': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ECE.html#ECE224', 'MTE 325': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MTE.html#MTE325', 'ECE 429': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ECE.html#ECE429', 'CS 450': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS450', 'GENE 123': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-GENE.html#GENE123', 'MTE 120': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MTE.html#MTE120', 'ECE 124': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ECE.html#ECE124', 'ECE 327': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ECE.html#ECE327', 'ECE 423': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ECE.html#ECE423', 'ECE 455': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ECE.html#ECE455', 'PHYS 121': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-PHYS.html#PHYS121'}"
2019-2020,Human-Computer Interaction Specialization,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2019-2020/page/MATH-Computer-Sci-Human-Computer-Interaction-Spec.html,"{'CS 349': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS349', 'CS 449': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS449', 'CS 492': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS492', 'CS 445': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS445', 'ECE 451': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ECE.html#ECE451', 'CS 446': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS446', 'ECE 452': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ECE.html#ECE452', 'CS 447': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS447', 'ECE 453': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ECE.html#ECE453', 'CS 454': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS454', 'CS 458': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS458', 'CS 484': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS484', 'CS 485': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS485', 'CS 488': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS488', 'ENGL 108D': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ENGL.html#ENGL108D', 'ENGL 293': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ENGL.html#ENGL293', 'ENGL 295': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ENGL.html#ENGL295', 'FINE 150': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-FINE.html#FINE150', 'FINE 257': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-FINE.html#FINE257', 'INTEG 251': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-INTEG.html#INTEG251', 'KIN 320': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-KIN.html#KIN320', 'PSYCH 207': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-PSYCH.html#PSYCH207', 'PSYCH 261': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-PSYCH.html#PSYCH261', 'STAT 332': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT332', 'STAT 430': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT430'}"
2019-2020,Software Engineering Specialization,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2019-2020/page/MATH-Computer-Sci-Software-Engineering-Spec.html,"{'CS 445': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS445', 'ECE 451': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ECE.html#ECE451', 'CS 446': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS446', 'ECE 452': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ECE.html#ECE452', 'CS 447': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS447', 'ECE 453': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ECE.html#ECE453', 'CS 492': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS492', 'CS 343': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS343', 'CS 348': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS348', 'CS 349': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS349', 'CS 444': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS444', 'CS 448': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS448', 'CS 449': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS449', 'CS 450': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS450', 'CS 452': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS452', 'CS 454': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS454', 'CS 456': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS456', 'CS 457': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS457', 'CS 458': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS458', 'CS 484': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS484', 'CS 485': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS485', 'CS 486': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS486', 'CS 488': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS488'}"
2019-2020,Data Science,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2019-2020/page/MATH-Bachelor-of-Computer-Science-Data-Science.html,"{'MATH 235': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH235', 'MATH 245': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH245', 'MATH 237': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH237', 'MATH 247': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH247', 'CS 348': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS348', 'CS 451': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS451', 'STAT 330': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT330', 'STAT 331': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT331', 'STAT 341': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT341', 'CS 480': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS480', 'CS 485': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS485', 'CS 486': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS486', 'CS 448': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS448', 'CS 454': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS454', 'STAT 431': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT431', 'STAT 440': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT440', 'STAT 441': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT441', 'STAT 442': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT442', 'STAT 443': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT443', 'STAT 444': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT444'}"
2019-2020,Business Administration and Mathematics,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2019-2020/page/MATH-Bus-Admin-and-Math-Double-Degree-Requirements.html,"{'CO 250': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CO.html#CO250', 'CO 255': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CO.html#CO255', 'ACTSC 231': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-ACTSC.html#ACTSC231', 'CO 370': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CO.html#CO370', 'CS 330': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS330', 'STAT 371': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT371', 'STAT 372': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT372'}"
2019-2020,Business Administration and Computer Science,https://academic-calendar-archive.uwaterloo.ca/undergraduate-studies/2019-2020/page/MATH-Bus-Admin-Computer-Sci-Double-Degree-Reqmnt-1.html,"{'CS 115': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS115', 'CS 135': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS135', 'CS 145': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS145', 'CS 136': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS136', 'CS 146': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS146', 'MATH 127': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH127', 'MATH 137': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH137', 'MATH 147': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH147', 'MATH 128': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH128', 'MATH 138': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH138', 'MATH 148': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH148', 'MATH 135': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH135', 'MATH 145': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH145', 'MATH 136': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH136', 'MATH 146': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH146', 'MATH 239': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH239', 'MATH 249': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-MATH.html#MATH249', 'STAT 230': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT230', 'STAT 240': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT240', 'STAT 231': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT231', 'STAT 241': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-STAT.html#STAT241', 'CO 250': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CO.html#CO250', 'CS 240': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS240', 'CS 241': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS241', 'CS 245': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS245', 'CS 246': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS246', 'CS 251': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS251', 'CS 341': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS341', 'CS 350': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS350', 'CS 490': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS490', 'CS 492': 'https://ucalendar.uwaterloo.ca/1920/COURSE/course-CS.html#CS492'}"
